review_id,rating,review,Clean_Text,label,label_lexicon,lex_score
Ci9DQUlRQUNvZENodHljRjlvT2tGRVR6bGFXVkJGT0RWRVQwOU9RMGw1ZWpScFpYYxAB,5,"Pengalaman menginap disini memuaskan. Fasilitas kamar lengkap, nyaman, dan semuanya berfungsi dengan baik sehingga tidak ada kendala selama menginap. Area parkir juga luas dan memadai, jadi tidak perlu khawatir saat membawa kendaraan … Lainnya",alam inap puas fasilitas kamar lengkap nyaman fungsi kendala area parkir luas khawatir bawa kendara,positif,positif,5
ChZDSUhNMG9nS0VQS213b3lqdUthTlBBEAE,5,"Grand Mercure Yogyakarta bukan sekadar tempat menginap, namun panggung sempurna untuk liburan dan menikmati kota Yogya selama 2 malam. Sejak langkah pertama, atmosfer kemewahan dan kehangatan langsung menyambut. … Baca ulasan lainnya di all.accor.com",grand mercure yogyakarta inap panggung sempurna libur nikmat kota yogya malam langkah atmosfer mewah hangat langsung sambut baca ulas accor,positif,positif,4
Ci9DQUlRQUNvZENodHljRjlvT2xaNGVtZFRUV0kzUkdScU9YRlpWamQ2Y2tNelRFRRAB,5,"Pertama kali kesini pelayanan nya bagus, staffnya ramah ramah, sangat membantu sekali, buat kamar bagus nyaman bersih,, pertahankan service nya ya.. Lainnya",kali kesini layan bagus staff ramah bantu kamar nyaman bersih tahan service,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2pZeVRFOXlaVFZZTVZsU1pHMHhUbGxtUldNeldVRRAB,5,"Menu breakfast untuk hotel disini sangat beragam, pelayanannya sangat memuaskan , staf yang ramah dan semua service yang diberikan sesuai dengan kebutuhan. Pelayan dengan Meriska sudah memberikan informasi dan arahan yang sangat sesuai dan informatif Lainnya",menu breakfast hotel ragam layan puas staf ramah service sesuai butuh meriska informasi arah informatif,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2s1V00xVTVSMm8yV0RkRE5GTkRlWHBwYkRFeVdFRRAB,5,"Fasilitas hotel yang sangat memandai, tempatnya strategis dan nyaman. Untuk menu breakfast sangat enak dan bervariasi apalagi saya dibantu oleh kak sifa yang orangnya ramah dan sangat membantu... Lainnya",fasilitas hotel mandai strategis nyaman menu breakfast enak variasi bantu sifa orang ramah,positif,positif,2
ChZDSUhNMG9nS0VMM0l1UGZQeEp2Y2VBEAE,5,"Hotel Mercure Yogyakarta menawarkan pengalaman menginap yang nyaman dan berkelas di jantung kota. Lokasinya sangat strategis, dekat dengan Malioboro dan berbagai tempat wisata populer. Kamar bersih, modern, dan dilengkapi fasilitas lengkap. … Baca ulasan lainnya di Tripadvisor",hotel mercure yogyakarta tawar alam inap nyaman kelas jantung kota lokasi strategis malioboro wisata populer kamar bersih modern lengkap fasilitas baca ulas tripadvisor,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2kxaGJFOVZiMlpOWjNGVVJqVTVPVmR4WVVOSGVVRRAB,5,"Senang banget bisa menikmati fasilitas di hotel ini, selain pelayanan nya yang ramah juga tempatnya yang sangat nyaman
Terimakasih terkhusus buat mba Windi, yg sudah memberikan pelayanan terbaiknya, … Lainnya",senang banget nikmat fasilitas hotel layan ramah nyaman terimakasih khusus windi,positif,positif,5
ChdDSUhNMG9nS0VMS0gtSzd0bnBmZjdnRRAB,5,"Hotel ini sangat nyaman dan bersih. Pelayanan ramah, fasilitas lengkap, serta lokasi strategis dekat pusat kota. Sarapan juga enak dan bervariasi, cocok untuk liburan maupun perjalanan bisnis.",hotel nyaman bersih layan ramah fasilitas lengkap lokasi strategis pusat kota sarapan enak variasi cocok libur jalan bisnis,positif,positif,4
Ci9DQUlRQUNvZENodHljRjlvT25wYVJHTjZRMDVaV20xcmRUTmFVbUZaVldsMVMzYxAB,5,"Pelayanan di purple restorant sangat memuaskan dan nyaman, suasana adem dan enak buat nyantai dan kumpul bareng keluarga.
Makanan nya sangat enak dan mantap karena banyak berbagai makanan dan soup nya … Lainnya",layan purple restorant puas nyaman suasana adem enak nyantai kumpul bareng keluarga makan mantap soup,positif,positif,4
Ci9DQUlRQUNvZENodHljRjlvT2pOSkxXRm5NWGxQTFdwT1RHSjVlSFZZTUY5SmNFRRAB,5,"Secara desain interior, hotelnya memang bisa dibilang oldschool (tidak se-modern hotel yang baru dibangun era sekarang). Tapi, pelayanannya memuaskan, stafnya ramah dan kamarnya juga bersih. Secara lokasipun dia tidak di lokasi yang padat hotel sehingga bisa merasakan menjadi penduduk lokal. Lainnya",desain interior hotel bilang oldschool modern bangun layan puas staf ramah kamar bersih lokasi padat duduk lokal,positif,positif,4
Ci9DQUlRQUNvZENodHljRjlvT2xOVlUzVTRWV295V2tKck1sWmFNa1JCVUdsSmNHYxAB,5,"Sebagai hotel bintang 5, Grand Mercure Yogyakarta menghadirkan pengalaman menginap yang elegan dengan sentuhan budaya Jawa pada desain interiornya. Berlokasi strategis di kawasan Adisucipto, hotel ini dekat dengan pusat kota dan area … Lainnya",hotel bintang grand mercure yogyakarta hadir alam inap elegan sentuh budaya jawa desain interior lokasi strategis kawasan adisucipto pusat kota area,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT2tSblgzSmFNM1pYVkVKUGMyNXRNaTB0U1ZKVWFtYxAB,5,"Grand Mercure Yogyakarta Adi Sucipto — secara keseluruhan — adalah hotel yang “worth it” untuk banyak tipe tamu: cocok untuk liburan keluarga, pasangan, solo traveler, maupun tamu bisnis. Dengan fasilitas lengkap, pelayanan umumnya ramah, dan harga/kenyamanan yang seimbang, hotel ini menawarkan nilai yang cukup solid. Lainnya",grand mercure yogyakarta sucipto hotel worth tipe tamu cocok libur keluarga pasang solo traveler bisnis fasilitas lengkap layan ramah harga nyaman imbang tawar nilai solid,positif,positif,7
Ci9DQUlRQUNvZENodHljRjlvT2t0TE4zUk9MWGRpWWtwSFJra3dlbEk0V0ZseVRtYxAB,5,"breakfast untuk hotel Grand Mercure sangat enak dan banyak, service yang sangat memuaskan , staf yang ramah dan semua service yang diberikan sesuai dengan kebutuhan. terutama, Pelayan dengan Mey sudah memberikan informasi dan arahan yang sangat sesuai dan informatif Lainnya",breakfast hotel grand mercure enak service puas staf ramah sesuai butuh utama layan informasi arah informatif,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2tWcWVWWlZhRlp1TW1ndFQwVjRNeTFUUTJOa1kwRRAB,5,"hotelnya nyaman, fasilitas lengkap, lokasinya oke banget dan strategis deket darimana2. untuk kamar luas, bersih, staff juga super ramah dan helpful, pokonya pelayanannya mantap. cocok dan worth it banget buat yg mau liburan atau business trip Lainnya",hotel nyaman fasilitas lengkap lokasi banget strategis deket darimana kamar luas bersih staff super ramah helpful poko layan mantap cocok worth libur business trip,positif,positif,6
Ci9DQUlRQUNvZENodHljRjlvT20xQlJrNWxURFoyZUZrdFNWWlpaMk5xYkU5bGNXYxAB,5,Untuk makanan nya enak dan lezat. Untuk suasananya bagus dan nyaman. Dan pelayanan kak meyrizka sangat luar biasa ramahnya dan baik serta peka terimakasih Lainnya,makan enak lezat suasana bagus nyaman layan meyrizka ramah peka terimakasih,positif,positif,5
Ci9DQUlRQUNvZENodHljRjlvT214MWFESXpaWE0xYjJ4dVVEaDJTMHREVTFWWVNFRRAB,5,"Puas banget nginep disini,, makanan juga mantap, menunya enak-enak paling seneng tiap pagi selalu ada  jamu, aneka bubur dan jajan pasar Lainnya",puas banget nginep makan mantap menu enak neng pagi jamu aneka bubur jajan pasar,positif,positif,4
Ci9DQUlRQUNvZENodHljRjlvT2xsS1pIcFZNbkJ1Y0RCWVdXaHFZM0pxTFhOWlYzYxAB,5,"Senang menginap disini, makanannya enak-enak, ruangannya luas. Awalnya check-in ada air ac sedikit, tp tim gercep membetulkan dan semuanya sangat ramah, terutama mbak Devita dan satunya mas siapa kemarin malam ya yang langsung gercep menghubungi teknisi ketika ada permasalahan di ac. Lainnya",senang inap makan enak ruang luas check gercep ramah utama kemarin malam langsung hubung teknisi,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT25jNFQydHZlRmhtY1hsTmJFazVha2hTVDJ4V1RrRRAB,1,"Saya menginap 5 September 2025, anak saya 4tahun di kamar kena paku payung, sepertinya dari salah satu kursi kamar..
Kurang OK maintenance nya.. … Lainnya",inap september kamar kena paku payung salah kursi maintenance,negatif,negatif,-1
Ci9DQUlRQUNvZENodHljRjlvT2poS1NFdGlOREZQUW5ac2VqVlZNbFE0ZDI4eVRYYxAB,5,"Breakfast cukup lengkap dan rasanya enak, letak hotel strategis, dan pelayanan oke.
Pelayanan staf atas nama Meirizka sangat ramah dan baik. Lainnya",breakfast lengkap enak letak hotel strategis layan staf ramah,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21Nd2JGOHRZemh0ZWxsb1RrWjRkRVl5ZW1wa1VWRRAB,5,"Lokasi daerah macet, mudah dijangkau, sarapan enak & bervariasi, kamar nyaman & bisa smoking di lantai 7, pelayanan the best, air panas kurang, saluran TV sedikit Lainnya",lokasi daerah macet mudah jangkau sarapan enak variasi kamar nyaman smoking lantai layan panas salur,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT213MVVtaDVZMHg0UjNsVldXRndkR1Z3VlhCaFdVRRAB,5,"Pelayanannya sangat ramah, kamar luas dan bersih, lokasi strategis dekat mall lippo dan mall Ambarukmo, di sekitar hotel banyak penjual makanan/ tempat ngopi. Lainnya",layan ramah kamar luas bersih lokasi strategis mall lippo ambarukmo hotel jual makan ngopi,positif,positif,4
Ci9DQUlRQUNvZENodHljRjlvT21vNFZEWlhORkJvVEdOcFFXaEdaRWRPWWxSalFYYxAB,5,"Untuk mkan pagi hari ini sangat memuaskan, dilayani mbak meyrizka dengan baik dan ramah. Makanan sangat enak dan lezat. Rekomendasi banget Lainnya",mkan pagi puas layan meyrizka ramah makan enak lezat rekomendasi banget,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT2tFelgzbHVZa3AzVlhSYVlrWk9WM2R3WVhWclZFRRAB,5,> Pelayanan di Grand Mercure Yogyakarta luar biasa ramah! Semua staf sangat membantu dan perhatian pada setiap detail acara. Dinner-nya enak banget . Event berjalan lancar dan suasananya nyaman sekali. Terima kasih Grand Mercure atas pengalaman berkesan ini! 💖 … Lainnya,layan grand mercure yogyakarta ramah staf bantu perhati detail acara dinner enak banget event jalan lancar suasana nyaman terimakasih alam kesan,positif,positif,5
Ci9DQUlRQUNvZENodHljRjlvT2xCR1pVczBVVFl6VVd3NWRqQnhWMFpUY1ZORFgwRRAB,5,"Kamarnya keren, nyaman, bersih
Layanannya luar biasa dr front office, restaurant sampai layanan kamar sangat memuaskan … Lainnya",kamar keren nyaman bersih layan front office restaurant puas,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2tkVlIzTjBRa0poYVU5TWNXVnhNRlJZWWtzemEyYxAB,5,"Hotel bintang 5 yang WORTH IT bangett!! Aku sangat merekomendasikan hotel ini mau buat liburan bareng keluarga, temen"", kantor atau apapun ituuu!! Kamarnya bersihh, luasss, pelayanannya jempolll bangett 🤩🤩 Makanannya juga enak enakkk!! RECOMMENDED 💯💯 … Lainnya",hotel bintang worth banget rekomendasi libur bareng keluarga temen kantor kamar bersih luas layan jempol makan enak recommended,positif,positif,5
Ci9DQUlRQUNvZENodHljRjlvT21kMk5XbEhUSEE0ZG1oVE1HUklRemh3UzFOV2JXYxAB,5,"kamarnya sangat nyamann, pelayan dan bagian reservasi cepat serta efisien. senengg dan rekomendasi banget pokoknya untuk jadi pilihan menginap saat berkunjung ke jogja. Lainnya",kamar nyamann layan reservasi cepat efisien senengg rekomendasi banget pokok pilih inap kunjung jogja,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2kxeFZXbFZPV1F5UkhsdFJUQXRUM1JPU0ZkblNtYxAB,5,"Luar biasa.
Breakfast lezat dan segar. Best breakfast hotel yg pernah saya dapatkan, so far. … Lainnya",breakfast lezat segar hotel,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT2twTGNVNW5lRTR0VDJwc1JUTmlNbEJ6WkZKU2NrRRAB,5,Lokasi hotel strategis di pusat kota jadi kalo kemana mana enak. Kondisi kamar bersih dan nyaman. Service sangat ramah dengan senyuman Lainnya,lokasi hotel strategis pusat kota kalo enak kondisi kamar bersih nyaman service ramah senyum,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT25CVmJWZEZYMUJmUzFoS1RVMWFaamxPVFcwMWIwRRAB,5,"Pengalaman kami menginap di hotel grand mercure jogjakarta
Berkesan karena fasilitas dari kamar inap bagus rapi bersih wangi, sampai dengan fasilitas breakfast sangat memuaskan banyak pilihan menu khas jogja tradisional food juga lengkap Lainnya",alam inap hotel grand mercure jogjakarta kesan fasilitas kamar bagus rapi bersih wangi breakfast puas pilih menu khas jogja tradisional food lengkap,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT2pOSmJWTmZTM05QVmxseE1WSlRjVWxqT0RCU1pIYxAB,5,"Menginap di Grand Mercure Yogyakarta Adisucipto terasa nyaman; staf ramah, kamar bersih, sarapan enak, dan bisa lihat pesawat lepas landas. Suasananya bikin betah.",inap grand mercure yogyakarta adisucipto nyaman staf ramah kamar bersih sarapan enak lihat pesawat lepas landas suasana bikin betah,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2xGaFFWcHhMV010WjBSVk9VZFFVVWhHYURoNFpWRRAB,5,Hotel nya bersih dan semua pelayanan ny best banget... makanan ny juga enak2. Jadi pengen kembali lagi kehotel ini dilain waktu💖 thankyou grandmercure … Lainnya,hotel bersih layan banget makan enak thankyou grandmercure,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2pGUU9IZFRZMUZPWDNGa1ZEbHRORVJyZG5VNFExRRAB,5,Alhmdlh makan pagi hari ini semua menu makanan sesuai lidah. Suasananya enak nyaman sahdu di temani sama mba meirizka Lainnya,alhmdlh makan pagi menu sesuai lidah suasana enak nyaman sahdu teman,positif,positif,3
ChdDSUhNMG9nS0VOdXJzYWJVbl9mTXlnRRAB,5,"Sambutan yang ramah dr seluruh staf,kamar bersih,layanan dan kwalitas ragam makanan yg lezat,resto nyaman area outdoor nya sngat lega mmbuat betah ngobrol.",sambut ramah staf kamar bersih layan kwalitas ragam makan lezat resto nyaman area outdoor sngat lega mmbuat betah ngobrol,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT25kT1R6VlRaRjlZTmxKaFZuWkRYMVZVZWpaNVUwRRAB,5,"Pelayanannya bagus,mba Sifa pelayanannya sangat ramah dan memuaskan, sarapannya enakkk bangett,kamarnya nyaman,lokasi strategis Lainnya",layan bagus sifa ramah puas sarapan enak banget kamar nyaman lokasi strategis,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT25aeVFtOWxTbEp5VUU5VGMyNU9lazFOUWxKd01XYxAB,5,"Sarapan enak-enak, suka bakso dan tomyamnya enak kaldunya  pelayanannya juga ramah-ramah, tadi pesen telur ¾ mateng juga pas untuk kematangannya. Rekomendasi menginap disini kalo kalian lagi liburan ke jogja Lainnya",sarapan enak suka bakso tomyamnya kaldu layan ramah telur mateng matang rekomendasi inap kalo libur jogja,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT21sU01VbHhTV1JaY2pSS00xRkNObGRvUVRkMlVtYxAB,5,"Terimakasih banyak accord, booking di ibis dapet free upgrade di mercure.
Menu sarapan yang lengkap, enak dan memuaskan. Kamar yang bersih dan nyaman Lainnya",terimakasih accord booking ibis dapet free upgrade mercure menu sarapan lengkap enak puas kamar bersih nyaman,positif,positif,6
Ci9DQUlRQUNvZENodHljRjlvT2xsYVdqTnZVekZ0WDJJNU5FaDNkMWxOUVVSNU1uYxAB,5,"For all pelayanannya bagus sekali. Kamar oke dan breakfast enak, lengkap. Terima kasih untuk mba Lena, untuk service excellent nya sewaktu di resto. Lainnya",layan bagus kamar breakfast enak lengkap terimakasih service excellent resto,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT201TVEyRmxTSEJ2UTBGTFVrdDVMWGgxTlVaa01IYxAB,5,"Menu nya enak, lengkap dan pelayanan baik...

Service good untuk kak silviaJenis perjalanan… Lainnya",menu enak lengkap layan service good,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2pZeFdGUk1hbE5xYTFkQlZHdFBSbXRHTms5UFQzYxAB,5,"Pengalaman menginap disini sangat berkesan. Staf standar ramah, penanganan cepat, dan sangat menguntungkan lokasinya yg strategz Lainnya",alam inap kesan staf standar ramah tangan cepat untung lokasi strategz,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT25sdVREWm9WbWRSWTJWMk1XMWhTako1YjBrM1FWRRAB,5,"Service sangat bagus ( di bantu oleh kak lena)

Untuk kamar bagus bersih, suasana tenang. Makanan enak dan menu nya cukup variatif Lainnya",service bagus bantu kamar bersih suasana tenang makan enak menu variatif,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21wUE9FWmZiSGsxYTNwelNGSklVVlZ2YjBWUE0zYxAB,5,"Makanan hari ini sangat enak dan bergizi. Nyaman suasana nya. Dilayani mbak meyrizka sangat baik,ramah,tamah,komunikasi sangat bagus . Sangat nyaman disini terimakasih Lainnya",makan enak gizi nyaman suasana layan meyrizka ramah tamah komunikasi bagus terimakasih,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT2xBNWIxSmplbmQ0ZURKbmRtdEpUWFZEUW5sbFpGRRAB,5,"Hotelnya nyaman, tempat startegis. Menu sarapan breakfast bervariasi dan sangat enak....the best pokoknya...👍🏻👍🏻👍🏻 … Lainnya",hotel nyaman startegis menu sarapan breakfast variasi enak pokok,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT25KZlN6RXhMV0p1VUhWRlZFdFNaV2RuWW1KdFlrRRAB,5,"sangat menyenangkan sekalii, nyaman dan pelayanan baguss. menu makanan enak enak pegawainya ramahh ramahh dan nyaman. bakkal seneng banget kalo bisa balek lagi ke sini Lainnya",senang nyaman layan bagus menu makan enak pegawai ramah neng banget kalo,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT25kVFRubDBUa0oyYjBWV2VteHVTMGx3UXpKSVJrRRAB,5,"Tempat  dan pelayanan disini sangat bagus,hotelnya nyaman dan sarapannya enak apalagi dibantuin sama anak training yg namanya Lena cukup membantu sya Lainnya",layan bagus hotel nyaman sarapan enak dibantuin training bantu,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2pGZk4wbERUVEJSVGs1b1kzYzVjRkJWUWtsTE0xRRAB,5,"Makanan enak, bervariasi, pelayanan nya OK banget, kamarnya nyaman, staff nya ramah2..apalagi mba devita sangat ramah dan cantik Lainnya",makan enak variasi layan banget kamar nyaman staff ramah cantik,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT21GWlNXczNORXA1VkROU1owUnlaSGRTV1ZsQmJHYxAB,5,sarapannya enak view nya jg bagus restaurannta dekat dg kolam renang. kamarnya jg nyqman.. kl cuaca cerah viewnya gunung merapi Lainnya,sarapan enak view bagus restaurannta kolam renang kamar nyaman cuaca cerah viewnya gunung rapi,positif,positif,1
