review_id,rating,review,Clean_Text,label
Ci9DQUlRQUNvZENodHljRjlvT2tseU9IbGxWVkUwV0ZwWlNIUnhSbmQ1YzNOMVJYYxAB,5,"Big thank's bt @hoteltentrem.yogyakarta  tau aj anak sama bini gua hari ini dan bsk milad... di upgrade donk kamar ke dua nya dpt yg bathup, Terima kasih utk kamar pertama nya bs early check-in bt ortu kami yang lansia bs check-in jam 2, terbaik utk @hoteltentrem.yogyakarta🥰 utk ke 4x nya kembali ke hotel tentrem jogja dan selalu ngasih pelayanan luar biasa🥰😍Jenis perjalananLiburanGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Pemandangan yang indah, Romantis, Cocok untuk anak-anak, Harga terbaik",thank hoteltentrem yogyakarta bini milad upgrade donk kamar bathup terimakasih early check ortu lansia hotel tentrem jogja ngasih layan mewah pandang indah romantis cocok harga,positif
Ci9DQUlRQUNvZENodHljRjlvT2xGdVJUbEZOMmd4ZWt4a1MyUkNMVFJuYkVGVGNtYxAB,3,"Belasan tahun saya keluar masuk hotel, yang kadang bintang 5, kadang bintang 2...

Baru kali ini ditolak hotel untuk nitip makanan di freezer. Ah, kalah sama hotel bintang 2...

Sayangnya ini hotel letaknya di kota Jogja yang notabene kota oleh2, mana besoknya pesawat pagi banget, kita udah siapin beli dari malem, eh ditolak mentah2... To be noted ukurannya juga kecil ya...

Kok ya nginep di sini gak bikin tentrem gitu... Jujur, ditolak gitu sama pihak hotel bikin aku jadi trauma

Mau pake alasan standar HACCP untuk mencegah cross contamination? Hmm.. Saya yakin bisa ada mitigasinya sih buat hal2 seperti itu, kalau MANAGEMENNYA CERDASJenis perjalananLiburanGrup perjalananKeluarga",masuk hotel kadang bintang kali tolak nitip makan freezer kalah sayang letak kota jogja notabene besok pesawat pagi banget udah siapin beli malam mentah noted ukur nginep bikin tentrem gitu jujur trauma pake alas standar haccp cegah cross contamination mitigasinya managemennya cerdasjenis jalan libur,netral
ChZDSUhNMG9nS0VKX08yTVhBeTRuU2ZnEAE,5,"Kalian keren loh pelayanan nya , super ramah sekali..  terutama dgn mba Meisi, mba tiara , Niko, Dona, dan Vidyan) yg bertugas di Executive lounge lantai 8 😍 ini sdh keberpa kalinya saya dan keluarga stay di hotel tentrem jogja.. dan akan selalu kembali kemari.. , terima kasih ya atas pelayanannya dan keramahan tamahan nya❤️❤️ …",keren layan super ramah utama meisi tiara niko dona vidyan tugas executive lounge lantai keberpa kali keluarga stay hotel tentrem jogja kemari terimakasih tamah,positif
Ci9DQUlRQUNvZENodHljRjlvT2xKc1VqaEdWblF6VDBjd2RsVk1TamszWW00d05HYxAB,5,"Selama nyobain beberapa hotel di Jogja, ini terthebest ya. Pelayanan memuaskan, kamar nyaman, breakfast lengap (asia-nusantara) dan no kaleng kaleng makanannya uenak uenak. Soal pelayanan ga diragukan, overall 9/10❤️Kamar: 5Layanan: 5Lokasi: 5",nyobain hotel jogja terthebest layan puas kamar nyaman breakfast lengap asia nusantara kaleng makan uenak ragu overall,positif
Ci9DQUlRQUNvZENodHljRjlvT2tJd2NWbE1ka2hYVFVGbE1XTlFYMWhXV1ZaNFMyYxAB,1,"Menyebalkan. Tidak ada layanan penyimpanan frozen food. Terlanjur beli bbrp bungkus gudeg ditolak dg alasan gudeg nya akan mengkontaminasi makanan lainnya. Sekelas tentrem apa tidak bisa provide freezer khusus utk tamu? No solusi, seperti ""itu bukan urusan saya, siapa suruh beli frozen food, aturan harus ditegakkan"".

Aturan jg tebang pilih. Waktu masuk restoran ditanya bajunya basah atau kering karena aku dari gym (kebetulan aku kering), setelahnya aku lihat ada tamu lain bajunya bener- bener basah keringat dr gym, masuk- masuk aja ke resto.

Jadinya ga tentremJenis perjalananBisnisGrup perjalananTunggalKamar: 2Layanan: 1Lokasi: 4",sebal layan simpan frozen food lanjur beli bungkus gudeg tolak alas kontaminasi makan kelas tentrem provide freezer khusus tamu solusi urus suruh atur tegak tebang pilih masuk restoran baju basah kering lihat bener keringat resto,negatif
Ci9DQUlRQUNvZENodHljRjlvT20xM1FuZElUbkExV25oUmNWZExabEEyYUZkd09WRRAB,5,"baru mau parkir...petugas hotel dari depan sampai mau naik lift aja ramah dan sopan semua....dibantu dg tangkas...fasilitas oke semua..sip dehJenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Pemandangan yang indah, Tenang, Cocok untuk anak-anak",parkir tugas hotel lift ramah sopan bantu tangkas fasilitas mewah pandang indah tenang cocok,positif
Ci9DQUlRQUNvZENodHljRjlvT21wVGNHSjJUbUZFTTJoTFNWUjRjVkZoY0VsbWJIYxAB,5,"Saya menginap di Hotel ini dalam rangka kursus yang diadakah oleh Kedutaan Inggris. Kesan pertama masuk disambut oleh alunan gending jawa dan bau sereh yang khas, dan keramahan security maupun resepsionis. Kemudian masuk kamar, cukup bersih dan terawat rapi, jauh dari kesan horor. Makanan setiap hari membuat diri ingin mencoba dari satu menu ke menu lain.. All you can eat lah.. Dari menu khas Yogya hingga Western ada semua, cukup puas.. Jajanan pasarnya selalu tersedia bahkan ada jamu juga.. Mantap. Kolam renang dan Gym juga tersedia, paket lengkap untuk stay cation.. Terima kasih ya.. 5 hari pengalaman tinggal di hotel dan dibantu sama Mas Adrian yang sabar melayani kami selama kursus.Jenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5KamarBersih dan nyamanKeamanan24 jam terjaga... jangan khawatir.. aman.Makanan & minumanVariatif makanannya, minuman ada jamunya.Detail pentingDekat Malioboro dan pusat oleh-oleh.Sorotan hotelMewah",inap hotel rangka kursus duta inggris kesan masuk sambut alun gending jawa sereh khas ramah security resepsionis kamar bersih awat rapi horor makan coba menu yogya western puas jajan pasar sedia jamu mantap kolam renang paket lengkap stay cation terimakasih alam tinggal bantu adrian sabar layan nyaman aman jaga khawatir variatif minum malioboro pusat mewah,positif
Ci9DQUlRQUNvZENodHljRjlvT25OS2RYTjRUelpCTVdjeFExRXROMnBOVDJwd1NHYxAB,5,"Pelayanan resepsionis dan room service ramah dan cepat. Kamar tidur sangat luas. Makanan di restoran enak sesuai dengan lidah orang Indonesia. Security juga ramah dan wawasan baik terkait lingkungan sekitar ketika saya tanya tempat makan di sekitar hotel..Jenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5KamarKamar tidur luas, makanan resto enak enak.. cemilan dan minuman paling khas yaitu jamu.Sorotan hotelMewah",layan resepsionis room service ramah cepat kamar tidur luas makan restoran enak sesuai lidah orang indonesia security wawas kait lingkung hotel resto cemilan minum khas jamu mewah,positif
ChdDSUhNMG9nS0VJU0kxWmpHM04tNzZnRRAB,5,Enak sekali pelayanan dengan mbak Aida. Beliau menyarankan beberapa layanan yang sesuai dengan kondisi saya yang kurang enak badan. Hotel Tentrem selalu di hati.,enak layan aida beliau saran sesuai kondisi badan hotel tentrem hati,positif
Ci9DQUlRQUNvZENodHljRjlvT2tkNVIzRmpkbFp5T1VNMFJtbExZbEZOUmpSeGFIYxAB,5,"Kami menginap selama 1 minggu di Tentrem, sesekali kami test seberapa detail team housekeeping membersihkan kamar.

Dan ternyata detail dan bersih banget, bahkan sewaktu kami sedang di kamar pun tetap bersih dan detail.

Mas Ardi & Mas Feri, pekerjaan kalian sangat luar biasa. Patut menjadi contoh team housekeeping lain. Salut!Jenis perjalananBisnisGrup perjalananPasanganKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Pemandangan yang indah, Romantis, Cocok untuk anak-anak, Harga terbaik",inap minggu tentrem sekal test detail team housekeeping bersih kamar nyata banget ardi feri kerja patut contoh salut mewah pandang indah romantis cocok harga,positif
ChdDSUhNMG9nS0VMWDBoT3V4cGR1eTRBRRAB,5,"Hotelnya cantik, bersih, mbak dan mas nya yang bantu bersih2 kamar juga baik, terutama mbak diani dan mas rian penuh senyum. Makasih mbak mas buat supportnya 😇 …",hotel cantik bersih bantu kamar utama rian penuh senyum makasih supportnya,positif
ChZDSUhNMG9nS0VMejh0SXlWMWJQUVFnEAE,5,"Jacuzzi gak ada lawan!! Enak bangeeeett Ya Allaaahh.. Pelayanan dari Mbak Aida dan Mbak Lina juga bintang 5 baik, informatif, ngasih banyak solusi. Tooooopp!!",jacuzzi lawan enak banget allahh layan aida lina bintang informatif ngasih solusi topp,positif
Ci9DQUlRQUNvZENodHljRjlvT2tKMVdYSlFTVUpGWDNkdWNUQmFXVzlMYXpsSFUxRRAB,5,"Salah 1 hotel terbaik di Jogja... Hotelnya nyaman banget.. dengan vibes2 tradisionalnya... Menurut saya, salah 1 hotel dengan menu makanan sarapannya yang terenak di jogja... pegawainya ramah2 dan buaik.. terutama mbak Belinda... yang bertugas di resto.. beliau bisa mengingat nama kami sekeluarga2 kami.. itu sangat bermakna mnrt saya... bahkan tau kesukaan saya dan keluarga saya apa ketika di resto trmasuk kesukaan anak kami.. oya di Tentrem juga ada playground untuk anak2 ya cukup luas dan bersih jadi kalau kita ada agenda seharian anak2 bs bermain di playground nya... spa nya juga enaaak vibes nya tenang...  Buat yang nyari hotel di Jogja... bisa jadi rekomendasi...Jenis perjalananLiburanGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5Kamarbagus bersih luas..Aktivitas di sekitardekat dengan malioboro... dan tugu...Makanan & minumanbreakfastnya enak2..Sorotan hotelMewah, Tenang, Cocok untuk anak-anak, Harga terbaik",salah hotel jogja nyaman banget vibes tradisional menu makan sarapan enak pegawai ramah buaik utama belinda tugas resto beliau keluarga makna mnrt suka trmasuk tentrem playground luas bersih agenda main tenang nyari rekomendasi kamarbagus aktivitas sekitardekat malioboro tugu minumanbreakfastnya mewah cocok harga,positif
Ci9DQUlRQUNvZENodHljRjlvT2tScWJUYzFhRUU0Y1RGNGJIbFpSa0U1TjFCemFrRRAB,5,"Menginap dua malam di sini di Mid July 2025 lalu.

Memang salah satu hotel legend dan berkelas di Yogya. Room, service dan breakfast nya 👍👍👍
Makanan khas Yogya banyak tersedia saat breakfastJenis perjalananLiburanGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 4KamarLuass dan nyamanMakanan & minumanBreakfast juara 👍Sorotan hotelMewah, Tenang",inap malam july salah hotel legend kelas yogya room service breakfast makan khas sedia kamar luass nyaman juara mewah tenang,positif
Ci9DQUlRQUNvZENodHljRjlvT2psd1NUWlNTbWhXTkUxTlJHMTVTVzUyVm5kcFEwRRAB,5,Salah satu hotel yang terbaik di yogya. Point paling menonjol dari hotel adanya gym dan sauna yang oke sekali. Breakfast cukup enak dan variatif. Kamar bersih dan nyamanKamar: 5Layanan: 5Lokasi: 5,salah hotel yogya point tonjol sauna breakfast enak variatif kamar bersih nyaman,positif
ChZDSUhNMG9nS0VPbWktYjNybllXb01REAE,5,Pelayanan  nya sangat ramah dan hotelnya luas kolam renangnya juga bersih terimakasih mas rama mas tata dan mas ahmad yang sudah membantu,layan ramah hotel luas kolam renang bersih terimakasih tata ahmad bantu,positif
ChZDSUhNMG9nS0VOZnd3WURDLXBEVlBBEAE,5,Juara sih hotelnya. Kamarnya luas. Sarapannya uenak poll. Playground nya gede bgt . Anak happy ortunya pun happy. Mantap,juara hotel kamar luas sarapan uenak poll playground gede banget happy ortunya mantap,positif
Ci9DQUlRQUNvZENodHljRjlvT25sclduQlRkazFTVldsRlQwVkNXakZRT0ZkM1RtYxAB,5,"Hotel paling recomended ini.
Kalau kesini, paling andalan ada 2 :
1. Resto dengan menu pilihan khas nusantara
2. Fasilitas rendam air hangan dan dingin.

So, hotel lokal dg kualitas premium ya ini.Kamar: 5Layanan: 5Lokasi: 5",hotel recomended kesini andal resto menu pilih khas nusantara fasilitas rendam hang dingin lokal kualitas premium,positif
Ci9DQUlRQUNvZENodHljRjlvT2trMVlWcGxXVEpGVDBoSVJYTkJOeTB5WDFKck5sRRAB,5,"Rooms : Selalu bersih, tertata dengan baik dan rapih, semua peralatan berfungsi dengan baik.

Service : Pelayanan kebersihan dan pelayanan lainnya sangat memuaskan.

Lokasi : Sangat strategis dan mudah diakses.

Cleaning Service :
Mas Fajar dan Mba Maulinda, selalu bekerja dengan baik, cepat dan cekatan.Jenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5Sorotan hotelHarga terbaik",rooms bersih tata rapih alat fungsi service layan puas lokasi strategis mudah akses cleaning fajar maulinda kerja cepat cekat harga,positif
Ci9DQUlRQUNvZENodHljRjlvT25GNFRVdFdSemhCTUZkS2EwUklaV1J3UkZZMWFrRRAB,5,"Hotel Tentrem Yogyakarta benar-benar menawarkan pengalaman menginap yang luar biasa, memadukan kemewahan dengan sentuhan budaya Jawa yang kental. Berdasarkan pengalaman saya, ada beberapa hal yang membuat hotel ini sangat direkomendasikan.

Salah satu daya tarik utama Hotel Tentrem adalah sajian makanannya yang luar biasa. Mulai dari sarapan hingga makan malam, pilihan hidangan yang disajikan sangat beragam dan berkualitas tinggi. Anda bisa menemukan berbagai masakan lokal, Asia, hingga Barat yang semuanya diolah dengan cita rasa istimewa. Setiap hidangan terasa segar dan lezat, menjamin pengalaman kuliner yang memuaskan selama Anda menginap.

Staf di Hotel Tentrem sangat ramah dan profesional. Dari mulai kedatangan hingga kepulangan, setiap interaksi terasa hangat dan penuh perhatian. Mereka selalu siap membantu dengan senyum, memastikan setiap kebutuhan tamu terpenuhi dengan cepat dan efisien. Keramahan ini menciptakan suasana yang sangat nyaman dan membuat Anda merasa dihargai.

Kenyamanan kamar di Hotel Tentrem tidak perlu diragukan lagi. Setiap kamar didesain dengan elegan, dilengkapi dengan fasilitas modern dan tempat tidur yang sangat nyaman. Suasana di dalam kamar begitu tenang, cocok untuk beristirahat setelah seharian menjelajahi kota. Kebersihan dan kerapian kamar juga selalu terjaga dengan baik, menambah nilai plus untuk pengalaman menginap.

Terletak di lokasi yang strategis, Hotel Tentrem memudahkan akses ke berbagai destinasi populer di Yogyakarta. Anda tidak akan kesulitan untuk menjangkau tempat-tempat wisata, pusat perbelanjaan, maupun area kuliner terkenal. Ini tentu menjadi keuntungan besar bagi para wisatawan yang ingin memaksimalkan waktu mereka selama di kota pelajar ini.

Secara keseluruhan, Hotel Tentrem Yogyakarta adalah pilihan yang sempurna bagi  yang mencari pengalaman menginap mewah dan tak terlupakan.Jenis perjalananLiburanGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Cocok untuk anak-anak, Harga terbaik",hotel tentrem yogyakarta tawar alam inap madu mewah sentuh budaya jawa kental dasar rekomendasi salah daya tarik utama saji makan sarapan malam pilih hidang ragam kualitas temu masak lokal asia barat olah cita istimewa segar lezat jamin kuliner puas staf ramah profesional pulang interaksi hangat penuh perhati bantu senyum butuh tamu cepat efisien cipta suasana nyaman harga kamar ragu desain elegan lengkap fasilitas modern tidur tenang cocok istirahat jajah kota bersih rapi jaga nilai plus letak lokasi strategis mudah akses destinasi populer sulit jangkau wisata pusat belanja area kenal untung wisatawan maksimal ajar sempurna cari lupa,positif
Ci9DQUlRQUNvZENodHljRjlvT2tweVdsSnZRWE5xVFRWRmQyTTFZV0pRVTJ0d1MyYxAB,1,"tolong untuk security kalo mengarahkan orang itu yang jelas, security banyak kok gaada yang jelas. saya mau mengantarkan orderan food ke customer saya, saya tanya di security1, katanya disuruh ke security2 nanti di arahkan, saya menghampiri security2, ada 2 orang dan mereka asik ngobrol aja, ga ngarahin dg jelas, katanya disuruh ke bawah nanti ada security3 dan akan diarahkan, saya ke security3, cuma diacungin untuk ke sebelah kiri, saya kira saya disuruh berhenti, soalnya ada tulisan ""food area"" atau apa tadi lupa, saya berhenti disitu dan ga diarahin apa"". tiba tiba security3 ngasih saya karcis parkir, dan saya gatau maksudnya apa, saya tidak dijelaskan apapun dari saya datang, cuma di arahin ke kiri aja gatau kiri yang mana intinya cuman nunjuk pake jari saja. ya saya berhenti aja, orang ada tulisan ""food area"" ya kan saya kira ini area untuk pengiriman orderan food. saya ditelpon customer saya lalu saya bertanya ke security3 untuk kejelasan pengantaran orderan food itu bagaimana, malah saya di ""gas"" padahal saya tanya baik baik, mana sok ganteng lagi, iuh, kesanya kaya marah ke saya, pdhl saya ga di bilangin apa"" malah bilang ""kan mba nya sudah saya bilangin tadi"" lah masnya aja ga bilang apa"" tiba tiba ngasih karcis aja, sama ngobrol di ht tok. gaada bilang apa"". ga usah sosoan ga salah mas, security kok ngejelasin ga bener, malah saat saya bingung, mereka asik ngobrol di ht. gaada tanggung jawab nya. saya engga takut dimarahin customer saya, cuman saya kasihan mba nya yang jadi perantara pengantaran itu bolak balik. sekelas hotel bintang lima? wkwkwk ketawain ajaLayanan: 1",tolong security kalo arah orang order food customer suruh asik ngobrol ngarahin diacungin belah kiri henti tulis area lupa situ diarahin ngasih karcis parkir gatau maksud arahin inti nunjuk pake jari kirim telpon ganteng kesanya kaya marah pdhl bilangin bilang sosoan salah ngejelasin bener bingung tanggung takut dimarahin kasihan kelas hotel bintang wkwkwk ketawain,negatif
Ci9DQUlRQUNvZENodHljRjlvT201UE1WQkhRbmRNVkRsRlprazBNMmRvYWpoMlowRRAB,5,"The best hotel in Yogyakarta! Pernah nginep beberapa kali di sini karena kerjaan kantor. Kamarnya luas dan sangat nyaman, bantal juga berlimpah hingga tersedia guling.

Makanan di resto untuk breakfast, lunch sama dinnernya amazing, variannya banyak dan enak enak, terutama makanan tradisional jawa.

Kalau mau pesen ojol atau pesen bakpia juga gampang, tinggal minta dianter ke Basement dan kita pickup. Untuk pengguna Grab, ada kupon voucher tambahan untuk delivery ke hotel Tentrem (sepertinya kerjasama).

Overall always have pleasant experience staying here. Highly recommended!",hotel yogyakarta nginep kali kerja kantor kamar luas nyaman bantal limpah sedia guling makan resto breakfast lunch dinnernya amazing varian enak utama tradisional jawa ojol bakpia gampang tinggal anter basement pickup grab kupon voucher delivery tentrem kerjasama overall always have pleasant experience staying here highly recommended,positif
