review_id,rating,review,Clean_Text,label,label_lexicon,lex_score
Ci9DQUlRQUNvZENodHljRjlvT2tSU1lYazJaMnhPYlZBMmNGWk5YM1IyVkhoWVJVRRAB,5,Le  Cafe nya gokil banget ada live musicnya jadi nyaman baangetGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5,cafe gokil banget live musicnya nyaman baanget,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT25GS2NWWkNlRXRsTld4WFNVRkdaR1JuY25WblMxRRAB,5,"tempat nya bagus terutama le papito, juga ada live music, baguss

dilayani dengan kak FathinKamar: 5Layanan: 5Lokasi: 5",bagus utama papito live music layan,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2poWk9HSldVVjlTYTNobWJHdElTRk5oYlhvd1RHYxAB,5,"Lokasinya strategis, tempatnya nyaman dan cozy banget apalagi buat nugas atau nongkrong. Wajib banget sih ke sini, recomended polll🤩🤩‼️‼️

- FathinKamar: 5Layanan: 5Lokasi: 5",lokasi strategis nyaman cozy banget nugas nongkrong wajib recomended,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21KcFlXOWtMVXc1TlRodVgwMHpUMHN0UlVKNk5WRRAB,4,"tempat le papitonya nyaman bgt
ka fatin ramah pol 🫶Kamar: 4Layanan: 4Lokasi: 4",papitonya nyaman banget ramah,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2psRlpuWnBjVlZ3WmpFM09WOHhjVEZpUW5ablNsRRAB,5,le pappito enak makanan sama minuman dan suasana nya juga seruuu bgtt,pappito enak makan minum suasana seru banget,positif,positif,1
ChZDSUhNMG9nS0VJQ0FnSUNGeDdhRVNREAE,5,"Makanan enak dan bervariasi  dan pelayanan dari mba nasywa  baik dan menraik, ramah dan tempat nyaman untuk BappenasKamar: 5Layanan: 5Lokasi: 5",makan enak variasi layan menraik ramah nyaman bappenas,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21WNlgzaHFhMlZtU0dORlpVUTVObTVRT1UxNVJVRRAB,5,"Hotel bersih dan pelayanan memuaskanJenis perjalananLiburanGrup perjalananTunggalKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Pemandangan yang indah, Tenang, Cocok untuk anak-anak, Harga terbaik",hotel bersih layan puas mewah pandang indah tenang cocok harga,positif,positif,4
ChdDSUhNMG9nS0VJQ0FnSUNIaHV5RW9nRRAB,5,"Untuk kamar bersih dan nyaman, lunchnya juga enak dan seluruh staff ramahJenis perjalananLiburanGrup perjalananTunggalKamar: 5Layanan: 5Lokasi: 5KamarnyamanSorotan hotelMewah",kamar bersih nyaman lunchnya enak staff ramah kamarnyaman mewah,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2sxTVEzbEhiRXhCYjJkWFQzbGhVakE1YkU5Nk4yYxAB,5,"bollroomnya luas
resroom bersih bagyaKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Pemandangan yang indah",bollroomnya luas resroom bersih mewah pandang indah,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT205SlZuZEhXRE5YU1RWc1MyVmxXbXc1TkZVMlFuYxAB,5,"Borumnya luas,
BagyaJenis perjalananBisnisKamar: 5Layanan: 5Lokasi: 5",borumnya luas,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2pacExVdExWR3d5V20xa05IaExka0ZIYVRGbE9VRRAB,5,"Tempat yang memuaskan, pelayanan Oke
@ica, @AsaJenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5KamarBersih dan rapiKeamananBaikArea untuk berjalan kakiMantapMakanan & minumanMemuaskanDetail pentingTempat enak dan nyamanSorotan hotelMewah, Pemandangan yang indah",puas layan kamar bersih rapi mantap enak nyaman mewah pandang indah,positif,positif,4
Ci9DQUlRQUNvZENodHljRjlvT2tJNWMxZzJRVmhEYzJwTloyTnVaazUxUkVSMmJVRRAB,5,Pelayan nya okee bangett dari kak asa dan adel👍🏻👍🏻Kamar: 5Layanan: 5Lokasi: 5,layan banget,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21jd01FSllPR0pwY1hGU1dqRTJSREpRWkZaTU0xRRAB,5,Good untuk pelayanan terlebih staff an. Adel dan AsaKamar: 5Layanan: 5Lokasi: 5,good layan staff,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2w5eVZ6RlZlR0kxVlRSZlRXZzRla0ZZTmxCemRVRRAB,5,Ica trimakasih ya mbk...atas pelayanan yg memuaskan..🙏😘😘Kamar: 5Layanan: 5Lokasi: 5,trimakasih layan puas,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2tSNmNESlNjbVJuVjJoR1ZsRkVWRVJIVDA4NFduYxAB,5,"Pertahankan dan tingkatkan
Semua luar biasa pelayanan mba Adel & AsaJenis perjalananBisnisKamar: 5Layanan: 5Lokasi: 5",tahan tingkat layan,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2xreU9HWjFTMkYyZG1SQ1MzRjRUMk5GWjNwWmRFRRAB,5,BekerjaKamar: 5Layanan: 5Lokasi: 5,kerja,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2t4TFh6SkhVa1F3V0daVmVIUkJWMEZvTTBsb1psRRAB,5,Tempat nyaman makanan ok pelayanan dari kak Adel juga okKamar: 5Layanan: 5Lokasi: 5,nyaman makan layan,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21FNFJHODVURlZ2WVMxMFFsWXlYelZOWnpGTU5WRRAB,5,pengalamannya memuaskan ( adel )Kamar: 5Layanan: 5Lokasi: 5,alam puas,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT25CNmJETnRTMlJ3WVZWSWFIZzRlbGhMUVRRNWFIYxAB,5,hotel nya nyaman dan pelayan terbaik (asa)Kamar: 5Layanan: 5Lokasi: 5,hotel nyaman layan,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT21zMFNsOVlSbWhaYjFZMk1WOTFhbFZLT1ZvMGRtYxAB,5,Bekerja,kerja,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2pkbGVGZGtaWFExYkc0NFdEZERabmxJZGpOeFVrRRAB,5,BekerjaLayanan: 1Lokasi: 5,kerja,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2kxd0xUUm1lVlUzWVdOa1luRXRaVGhRUTFSblluYxAB,5,BekerjaKamar: 5Layanan: 5Lokasi: 5,kerja,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT25vMmJWaHJXakk1YlZac1lXY3daa2huZDFSSVkxRRAB,5,"Icha Keren,ramah,friendlyJenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5KamarKamar nya nyamanAktivitas di sekitarTenangSorotan hotelMewah, Pemandangan yang indah, Romantis, Tenang, Cocok untuk anak-anak, Harga terbaik, Berteknologi tinggi",keren ramah friendly kamar nyaman tenang mewah pandang indah romantis cocok harga teknologi,positif,positif,4
Ci9DQUlRQUNvZENodHljRjlvT25kSFdIZ3RTRzFpWVRCVmR6UnRUVzkyU3pRMWExRRAB,5,"Kamar nyaman dan indah, keramahan yang luar biasa.. Direkomendasikan.Jenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah",kamar nyaman indah ramah rekomendasi mewah,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT210RE9VZFJVMEV3UkdSU1ZtcFJNbEp4YUVkaVoyYxAB,5,menarik dan berkesanKamar: 5Layanan: 5Lokasi: 5,tarik kesan,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT25VeU1uQjVabVkzVWtsb01qRlFaM2hoYjB0SVMzYxAB,5,"NoveliaJenis perjalananBisnisKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Pemandangan yang indah, Romantis, Tenang, Harga terbaik, Berteknologi tinggi",mewah pandang indah romantis tenang harga teknologi,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT25RM09WRmZVMjloV0dob1NFWnJZamRwYURoMU1HYxAB,5,"Hotel yang nyaman , cocok buat liburan ke Jogja

#NoveliaKamar: 5Layanan: 5Lokasi: 5",hotel nyaman cocok libur jogja,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT25wU2RrdHRWSEozUjNKTWRXZG5iMjFTUXpGNlUxRRAB,5,"NoveliaJenis perjalananBisnisKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Pemandangan yang indah, Tenang, Harga terbaik, Berteknologi tinggi",mewah pandang indah tenang harga teknologi,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2pkV1QzSlFVMkZyT1RCRVMyRnhUME5YYTI1TGMzYxAB,5,Hotel bagus novelia juga okeeKamar: 5Layanan: 5Lokasi: 5,hotel bagus,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT25WbFdreDZVRVoxYjNKelVHNHdTbmhQU0RsbFQzYxAB,5,"Tempat yang nyaman, pelayanan yang ramah cepat dan sangat membantuJenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5KamarBig room, and very comfortableMakanan & minumanSangat menarik dan rasa makanan yang enakSorotan hotelMewah, Pemandangan yang indah, Harga terbaik",nyaman layan ramah cepat bantu kamar room very comfortable tarik makan enak mewah pandang indah harga,positif,positif,4
Ci9DQUlRQUNvZENodHljRjlvT21GTFNTMVhSak13V2pWRVNtMXhXVTV2UW5ocE1XYxAB,5,"Pelayanan mbak novelia perfect , ramah , sopan dan bikin nyamanKamar: 5Layanan: 5Lokasi: 5",layan perfect ramah sopan bikin nyaman,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2xwWU4ydHRZbVl4VmxWek9ITnNRa05xY1ZaRmVrRRAB,5,Novel MbaKamar: 5Layanan: 5Lokasi: 5,novel,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2tacWNGSlRSR3hPZFZCNWFVVmpiV3BZVVhaUlEyYxAB,5,"Menarik. Bisa rekomendasi untuk yang mau jalan” di Yogyakarta , bersama. Novella & Nasywa.Kamar: 5Layanan: 5Lokasi: 5",tarik rekomendasi jalan yogyakarta novella,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2pjMWRYbHhTbnBpU2xWMFZEWTRZemgxZDNSa1QzYxAB,5,"Mbak Novelia dan mbak NasywaJenis perjalananLiburanGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Pemandangan yang indah",mewah pandang indah,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2pablpuTmFOMDEyVlZaTGVFNXVOVFpqVXpBdGJYYxAB,5,"GOOD SERVICE
NOVELIA
NASYWAJenis perjalananLiburanGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5KamarBagus Dan RapiKeamananSafetySorotan hotelMewah",good service nasywajenis jalan libur kamar bagus rapi safety mewah,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2xKaFptRTFiVFZEZGswMWQzVk9RbFZTUlhOTkxXYxAB,5,Terimakasih atas pelayanan dan keramahan dari novelia dan nasywa terbaik kalianKamar: 5Layanan: 5Lokasi: 5,terimakasih layan ramah,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21Gc1RYVllUblk1V1VkeVpuRkVRVkUwVFhGUVYyYxAB,5,Pelayanan untuk ballroom sangat memuaskan khususnya untuk mb asa dan nasywa,layan ballroom puas khusus,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21veU1VeElja2RDV1ZkdFNFdFlVbk5WZDFacmJYYxAB,5,"Makanannya enak bangettt🎀 Pelayanannya bagus, Kak Lisa 🦋Kamar: 5Layanan: 5Lokasi: 5",makan enak banget layan bagus,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT25KMlVVZzRXbWxGVmxseGRXOUxiRGx6T0hOemNGRRAB,5,Makanannya enak bgt dan pelayananya bgs dgn LisaLayanan: 5Lokasi: 5,makan enak banget pelayananya,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT214WU1GRlpjREJPZDBsaWRHRTJXVFJ0UmtKaU0zYxAB,5,Chelsea dan adel mantap dan ramahLayanan: 5,mantap ramah,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2xsTFMxOUZPR2R3VlhCQlZIZDRhM3BLUjBvNU1tYxAB,5,"Terimakasih untuk kak Nasywa & Septiana,,
Best job....Jenis perjalananLiburanGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Pemandangan yang indah, Tenang, Cocok untuk anak-anak",terimakasih mewah pandang indah tenang cocok,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2s5U1dVUlljMGx0Vm5wR1pGQmlSbFpOZFMwMFQxRRAB,5,"Terima kasih khusus kepada
Icha
Nasywa

Hotel yang luar biasa di Yogyakarta. Sangat nyaman seperti di rumah sendiri.Jenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5Sorotan hotelHarga terbaik",terimakasih khusus hotel yogyakarta nyaman rumah harga,positif,positif,5
Ci9DQUlRQUNvZENodHljRjlvT2kxcVNuSk5TVVJzUzBSbWVucFVTbE53Y2paUGFrRRAB,5,Nasywa dan nando sangat membantu dan kebersihan hotel di bantu oleh pak bowo sangat keren hotel iniKamar: 5Layanan: 5Lokasi: 5,nando bantu bersih hotel keren,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2toNE9VOWZjbVk0UW5jMlptNTVlVFo0TmtJM2VYYxAB,3,Perlu revitalisasi interior kamarJenis perjalananBisnisGrup perjalananTemanKamar: 2Layanan: 5Lokasi: 4,revitalisasi interior kamar,netral,netral,0
Ci9DQUlRQUNvZENodHljRjlvT2poQlprVTNVRUZ4YWtWcVUyUmFPSEZ4UVVnM05YYxAB,5,Cukup puas dengan pelayanan dri staf Adel makanannya juga enakKamar: 5Layanan: 5Lokasi: 5,puas layan staf makan enak,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2xaNU5IQlphR0pTT1Vkc1FtdFZWR0pKUjI5UVRuYxAB,5,"Hotel mewah mantap pokoknya gak ada minusnya.Jenis perjalananLiburanGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5KeamananAmanArea untuk berjalan kakiBisa berkeliling jalan kaki hotel luasMakanan & minumanEnakkkSorotan hotelMewah, Pemandangan yang indah, Romantis, Tenang",hotel mewah mantap pokok minus aman keliling jalan kaki luas enak pandang indah romantis tenang,positif,positif,4
Ci9DQUlRQUNvZENodHljRjlvT2s5S1RHb3RUbUZwYURsdlUyRnpTRk5QY214U2MzYxAB,5,NoveliaJenis perjalananLiburanGrup perjalananKeluargaKamar: 5Layanan: 4Lokasi: 4Sorotan hotelPemandangan yang indah,pandang indah,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2pabldUTnFjMDQzT1hkeU1YRkphR05wTm1od1ZrRRAB,5,"Hotel nya sangat nyaman... Makanan juga enak dan oke bangetJenis perjalananBisnisKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Pemandangan yang indah",hotel nyaman makan enak banget mewah pandang indah,positif,positif,4
Ci9DQUlRQUNvZENodHljRjlvT2tGVGFqUjZhVkZ4VW5OU1RuQmpOVjkyTWkxVE5sRRAB,5,"Sarapan nya enak2 😋
Terimakasih mbak adel & mbak nasywa..Jenis perjalananLiburanKamar: 5Layanan: 5Lokasi: 5",sarapan enak terimakasih,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2xCa1gxUlJlRlZCUTJsaVlsWnVOVVowVG5KMGNsRRAB,5,Terima kasih kak Zabid dan Kak Adel atas pelayanannnya selama aku di ALANAKamar: 5Layanan: 5Lokasi: 5,terimakasih pelayananya alanakamar,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21kS2RFazFNVVZpZUVaTlNsVmZXRUpHU21wc1RXYxAB,5,"Pelayanan bagus, terimakasih kak Nasywa dan kak Setyana atas pelayanannya🙏🏻Kamar: 5Layanan: 5Lokasi: 5",layan bagus terimakasih setyana,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT25Gc05HcFJOWFprTFhReWQzcG1XamxCUWtsV05tYxAB,5,Hall luas dan nyaman (Setptyana dan Nasywa),hall luas nyaman setptyana,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2pSMk1IVndjM2xZYUhacVNVbGhMWHBRZEZGRldIYxAB,5,"Keren hotelnya,pelayanan yang bagus,,makanan yang lengkapJenis perjalananLiburanGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Pemandangan yang indah",keren hotel layan bagus makan lengkap mewah pandang indah,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT21WYU5IWXllRFY0UTNSYWNUUldhSGd3YTBndGNsRRAB,5,"Pelayanannya juga baik dan ramah.

Septyana dan NasywaJenis perjalananBisnisGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Tenang, Cocok untuk anak-anak, Harga terbaik",layan ramah mewah tenang cocok harga,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT21KUU1XVTBha2xwU0hGMFduTkRUbkoxTlZGSFozYxAB,5,"Tersedia smooking room👍Jenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5KamarMewah,Aktivitas di sekitarTenangSorotan hotelMewah",sedia smooking room kamar mewah tenang,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2tSdmJIQkpUVVkwU0c4NFdEbEhXRlpLUzBOMU9IYxAB,5,Terdapat sarana ibadah yg representatifJenis perjalananBisnisGrup perjalananTunggalLayanan: 4Lokasi: 5Sorotan hotelTenang,sarana ibadah representatif tenang,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2kxR1MwcFRNWFpUY2taNFdtVk1TM1ZJZW1zdGVHYxAB,5,"Bagus dan bersih apalagi ketemu mbak syaifa sangat ramahKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Pemandangan yang indah, Tenang, Harga terbaik",bagus bersih ketemu ramah mewah pandang indah tenang harga,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT21ObllWRlVUalIxY1dOTldISkxhMWRIVWxVNVQzYxAB,5,"Area hotel bersih
Mba fortun Mas panca mba putri ramahKamar: 5Layanan: 5Lokasi: 5",area hotel bersih fortun ramah,positif,positif,1
Ci9DQUlRQUNvZENodHljRjlvT2xrdGNVZExhV3RtY1dsV1FYWkJNazUyTVVoRFUzYxAB,5,"Pelayanannya oke banget.. terima kasih Mba Tri & Mas Afri atas keramahannya.Jenis perjalananLiburanGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5Sorotan hotelTenang, Cocok untuk anak-anak",layan banget terimakasih ramah tenang cocok,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT21GU2RUTlZhRFUxYm01RmJVZFBOM2hQTFU1a2FWRRAB,5,"Enak, Banyak variasi dan pelayanan cukup baik

ARZHELLJenis perjalananLiburanGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5KamarBagus, rapi dan Tidak ada masalahKeamananSangat amanSorotan hotelMewah, Pemandangan yang indah, Tenang, Cocok untuk anak-anak, Harga terbaik, Berteknologi tinggi",enak variasi layan jalan libur kamar bagus rapi aman mewah pandang indah tenang cocok harga teknologi,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT21wQ0xYZGtZMHBvZG1JMWIzVm9OREp5UjBOSlFtYxAB,5,Pengalaman yang luar biasa! Terima kasih atas sambutan hangat dari staf (Nona Septyana & Nasywa).Kamar: 5Layanan: 5Lokasi: 5,alam terimakasih sambut hangat staf,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT2toV2FVSTBTbGRKV1UxSlVsUkNRMVpVYWpsT1VsRRAB,5,"Ini pertama kali menginap di hotel sangat bagus dan pelayanannya baik dan ramah.

Nasywa & SeptyanaJenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5KamarKamarnya bersihAktivitas di sekitarSuasananya tenang dan bersihKeamananUntuk keamanan sudah bagusArea untuk berjalan kakiJarak dengan basement cukup jauhMakanan & minumanMakanan nya pas di lidah tp penataan makanan nya tersebar jadi agak bingungSorotan hotelMewah",kali inap hotel bagus layan ramah kamar bersih suasana tenang jarak basement makan lidah tata sebar bingung mewah,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT2pGQ05pMXJOMVpaYVZkQlduVjJNVzlsZFcxcGEyYxAB,5,terima kasih atas service dari Mbak Nasywa dan SeptyanaJenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5Sorotan hotelHarga terbaik,terimakasih service harga,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT25SSlJUazViR1pYZDI1Sk5XVkJOa1Z6VmtWaVZGRRAB,5,Pelayanan dari nasabah dan septyana itu memuaskan.Kamar: 5Layanan: 5Lokasi: 5,layan nasabah puas,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT210aVdHMHhRa2RtT1d3NGNqbEdjMmR0WTBkbFZFRRAB,5,"Toiletnya bersih dan wangi
Terimakasih mbak zahrahKamar: 5Layanan: 5Lokasi: 5",toilet bersih wangi terimakasih,positif,positif,2
Ci9DQUlRQUNvZENodHljRjlvT205MmFreEVkbUUxVlZSTlNWSmlXRUZHTjA5R1gyYxAB,5,"Hotelnya bersih, tolietnya wangi,kering,bersih,
terimakasih mbak zahrahKamar: 5Layanan: 5Lokasi: 5",hotel bersih tolietnya wangi kering terimakasih,positif,positif,2
ChdDSUhNMG9nS0VJQ0FnSUNoa3JmOXNRRRAB,5,"Tempat bersih
Masjid ada
Hidangan lengkap lezat sehat
Pelayanan cepat sopan ramah

Salam hangat dan semangat
Tuk Mas rendraJenis perjalananBisnisKamar: 5Layanan: 5Lokasi: 5",bersih masjid hidang lengkap lezat sehat layan cepat sopan ramah salam hangat semangat,positif,positif,3
Ci9DQUlRQUNvZENodHljRjlvT2pCUVVWcHdSSEl0ZVZaYVNtVnphVkl3WW5GeVluYxAB,5,Pelayanan ok. Terima kasih Mas Rendra.Layanan: 5,layan terimakasih,positif,positif,1
